"Sklenitve zakonskih zvez po starostnih skupinah ženina in neveste po:"
"MERITVE, STATISTIÈNA REGIJA, STAROST , LETO"

"Ženin"
" ";"Pomurska"
" ";" ";"Pod 15 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";0
" ";" ";" ";"2005";0
" ";" ";" ";"2006";0
" ";" ";" ";"2007";0
" ";" ";" ";"2008";0
" ";" ";" ";"2009";0
" ";" ";" ";"2010";0
" ";" ";" ";"2011";0
" ";" ";" ";"2012";0
" ";" ";" ";"2013";0
" ";" ";" ";"2014";0
" ";" ";"15-19 let"
" ";" ";" ";"2003";4
" ";" ";" ";"2004";1
" ";" ";" ";"2005";0
" ";" ";" ";"2006";2
" ";" ";" ";"2007";1
" ";" ";" ";"2008";0
" ";" ";" ";"2009";2
" ";" ";" ";"2010";1
" ";" ";" ";"2011";2
" ";" ";" ";"2012";5
" ";" ";" ";"2013";0
" ";" ";" ";"2014";1
" ";" ";"20-24 let"
" ";" ";" ";"2003";56
" ";" ";" ";"2004";33
" ";" ";" ";"2005";22
" ";" ";" ";"2006";23
" ";" ";" ";"2007";25
" ";" ";" ";"2008";19
" ";" ";" ";"2009";21
" ";" ";" ";"2010";18
" ";" ";" ";"2011";16
" ";" ";" ";"2012";13
" ";" ";" ";"2013";16
" ";" ";" ";"2014";19
" ";" ";"25-29 let"
" ";" ";" ";"2003";150
" ";" ";" ";"2004";142
" ";" ";" ";"2005";111
" ";" ";" ";"2006";125
" ";" ";" ";"2007";107
" ";" ";" ";"2008";103
" ";" ";" ";"2009";104
" ";" ";" ";"2010";86
" ";" ";" ";"2011";74
" ";" ";" ";"2012";104
" ";" ";" ";"2013";93
" ";" ";" ";"2014";86
" ";" ";"30-34 let"
" ";" ";" ";"2003";87
" ";" ";" ";"2004";95
" ";" ";" ";"2005";89
" ";" ";" ";"2006";83
" ";" ";" ";"2007";92
" ";" ";" ";"2008";108
" ";" ";" ";"2009";103
" ";" ";" ";"2010";100
" ";" ";" ";"2011";107
" ";" ";" ";"2012";120
" ";" ";" ";"2013";105
" ";" ";" ";"2014";108
" ";" ";"35-39 let"
" ";" ";" ";"2003";35
" ";" ";" ";"2004";32
" ";" ";" ";"2005";27
" ";" ";" ";"2006";37
" ";" ";" ";"2007";40
" ";" ";" ";"2008";38
" ";" ";" ";"2009";35
" ";" ";" ";"2010";48
" ";" ";" ";"2011";54
" ";" ";" ";"2012";51
" ";" ";" ";"2013";57
" ";" ";" ";"2014";63
" ";" ";"40-44 let"
" ";" ";" ";"2003";18
" ";" ";" ";"2004";13
" ";" ";" ";"2005";10
" ";" ";" ";"2006";16
" ";" ";" ";"2007";16
" ";" ";" ";"2008";22
" ";" ";" ";"2009";17
" ";" ";" ";"2010";17
" ";" ";" ";"2011";15
" ";" ";" ";"2012";19
" ";" ";" ";"2013";28
" ";" ";" ";"2014";20
" ";" ";"45-49 let"
" ";" ";" ";"2003";6
" ";" ";" ";"2004";12
" ";" ";" ";"2005";9
" ";" ";" ";"2006";11
" ";" ";" ";"2007";11
" ";" ";" ";"2008";9
" ";" ";" ";"2009";11
" ";" ";" ";"2010";12
" ";" ";" ";"2011";12
" ";" ";" ";"2012";10
" ";" ";" ";"2013";13
" ";" ";" ";"2014";15
" ";" ";"50-54 let"
" ";" ";" ";"2003";8
" ";" ";" ";"2004";8
" ";" ";" ";"2005";8
" ";" ";" ";"2006";9
" ";" ";" ";"2007";11
" ";" ";" ";"2008";6
" ";" ";" ";"2009";4
" ";" ";" ";"2010";9
" ";" ";" ";"2011";8
" ";" ";" ";"2012";13
" ";" ";" ";"2013";10
" ";" ";" ";"2014";11
" ";" ";"55-59 let"
" ";" ";" ";"2003";5
" ";" ";" ";"2004";3
" ";" ";" ";"2005";5
" ";" ";" ";"2006";9
" ";" ";" ";"2007";5
" ";" ";" ";"2008";4
" ";" ";" ";"2009";1
" ";" ";" ";"2010";2
" ";" ";" ";"2011";10
" ";" ";" ";"2012";9
" ";" ";" ";"2013";6
" ";" ";" ";"2014";6
" ";" ";"60 ali veè let"
" ";" ";" ";"2003";3
" ";" ";" ";"2004";8
" ";" ";" ";"2005";8
" ";" ";" ";"2006";5
" ";" ";" ";"2007";3
" ";" ";" ";"2008";2
" ";" ";" ";"2009";3
" ";" ";" ";"2010";7
" ";" ";" ";"2011";8
" ";" ";" ";"2012";8
" ";" ";" ";"2013";4
" ";" ";" ";"2014";7
" ";"Podravska"
" ";" ";"Pod 15 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";0
" ";" ";" ";"2005";0
" ";" ";" ";"2006";0
" ";" ";" ";"2007";0
" ";" ";" ";"2008";0
" ";" ";" ";"2009";0
" ";" ";" ";"2010";0
" ";" ";" ";"2011";0
" ";" ";" ";"2012";0
" ";" ";" ";"2013";0
" ";" ";" ";"2014";0
" ";" ";"15-19 let"
" ";" ";" ";"2003";8
" ";" ";" ";"2004";6
" ";" ";" ";"2005";6
" ";" ";" ";"2006";11
" ";" ";" ";"2007";7
" ";" ";" ";"2008";4
" ";" ";" ";"2009";11
" ";" ";" ";"2010";5
" ";" ";" ";"2011";2
" ";" ";" ";"2012";3
" ";" ";" ";"2013";6
" ";" ";" ";"2014";5
" ";" ";"20-24 let"
" ";" ";" ";"2003";100
" ";" ";" ";"2004";80
" ";" ";" ";"2005";50
" ";" ";" ";"2006";48
" ";" ";" ";"2007";53
" ";" ";" ";"2008";61
" ";" ";" ";"2009";53
" ";" ";" ";"2010";48
" ";" ";" ";"2011";52
" ";" ";" ";"2012";44
" ";" ";" ";"2013";43
" ";" ";" ";"2014";49
" ";" ";"25-29 let"
" ";" ";" ";"2003";295
" ";" ";" ";"2004";325
" ";" ";" ";"2005";234
" ";" ";" ";"2006";264
" ";" ";" ";"2007";248
" ";" ";" ";"2008";246
" ";" ";" ";"2009";252
" ";" ";" ";"2010";197
" ";" ";" ";"2011";217
" ";" ";" ";"2012";228
" ";" ";" ";"2013";197
" ";" ";" ";"2014";213
" ";" ";"30-34 let"
" ";" ";" ";"2003";268
" ";" ";" ";"2004";269
" ";" ";" ";"2005";243
" ";" ";" ";"2006";257
" ";" ";" ";"2007";257
" ";" ";" ";"2008";311
" ";" ";" ";"2009";277
" ";" ";" ";"2010";264
" ";" ";" ";"2011";279
" ";" ";" ";"2012";294
" ";" ";" ";"2013";265
" ";" ";" ";"2014";259
" ";" ";"35-39 let"
" ";" ";" ";"2003";114
" ";" ";" ";"2004";167
" ";" ";" ";"2005";138
" ";" ";" ";"2006";131
" ";" ";" ";"2007";120
" ";" ";" ";"2008";169
" ";" ";" ";"2009";141
" ";" ";" ";"2010";163
" ";" ";" ";"2011";173
" ";" ";" ";"2012";175
" ";" ";" ";"2013";158
" ";" ";" ";"2014";203
" ";" ";"40-44 let"
" ";" ";" ";"2003";59
" ";" ";" ";"2004";64
" ";" ";" ";"2005";63
" ";" ";" ";"2006";63
" ";" ";" ";"2007";65
" ";" ";" ";"2008";88
" ";" ";" ";"2009";62
" ";" ";" ";"2010";72
" ";" ";" ";"2011";85
" ";" ";" ";"2012";85
" ";" ";" ";"2013";96
" ";" ";" ";"2014";110
" ";" ";"45-49 let"
" ";" ";" ";"2003";52
" ";" ";" ";"2004";36
" ";" ";" ";"2005";37
" ";" ";" ";"2006";45
" ";" ";" ";"2007";39
" ";" ";" ";"2008";41
" ";" ";" ";"2009";33
" ";" ";" ";"2010";46
" ";" ";" ";"2011";57
" ";" ";" ";"2012";53
" ";" ";" ";"2013";48
" ";" ";" ";"2014";45
" ";" ";"50-54 let"
" ";" ";" ";"2003";31
" ";" ";" ";"2004";34
" ";" ";" ";"2005";31
" ";" ";" ";"2006";27
" ";" ";" ";"2007";29
" ";" ";" ";"2008";28
" ";" ";" ";"2009";36
" ";" ";" ";"2010";36
" ";" ";" ";"2011";32
" ";" ";" ";"2012";45
" ";" ";" ";"2013";26
" ";" ";" ";"2014";43
" ";" ";"55-59 let"
" ";" ";" ";"2003";19
" ";" ";" ";"2004";17
" ";" ";" ";"2005";19
" ";" ";" ";"2006";25
" ";" ";" ";"2007";22
" ";" ";" ";"2008";17
" ";" ";" ";"2009";20
" ";" ";" ";"2010";17
" ";" ";" ";"2011";20
" ";" ";" ";"2012";29
" ";" ";" ";"2013";19
" ";" ";" ";"2014";36
" ";" ";"60 ali veè let"
" ";" ";" ";"2003";23
" ";" ";" ";"2004";26
" ";" ";" ";"2005";22
" ";" ";" ";"2006";32
" ";" ";" ";"2007";14
" ";" ";" ";"2008";30
" ";" ";" ";"2009";32
" ";" ";" ";"2010";30
" ";" ";" ";"2011";33
" ";" ";" ";"2012";30
" ";" ";" ";"2013";33
" ";" ";" ";"2014";23
" ";"Koroška"
" ";" ";"Pod 15 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";0
" ";" ";" ";"2005";0
" ";" ";" ";"2006";0
" ";" ";" ";"2007";0
" ";" ";" ";"2008";0
" ";" ";" ";"2009";0
" ";" ";" ";"2010";0
" ";" ";" ";"2011";0
" ";" ";" ";"2012";0
" ";" ";" ";"2013";0
" ";" ";" ";"2014";0
" ";" ";"15-19 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";1
" ";" ";" ";"2005";0
" ";" ";" ";"2006";1
" ";" ";" ";"2007";2
" ";" ";" ";"2008";0
" ";" ";" ";"2009";2
" ";" ";" ";"2010";1
" ";" ";" ";"2011";0
" ";" ";" ";"2012";1
" ";" ";" ";"2013";1
" ";" ";" ";"2014";0
" ";" ";"20-24 let"
" ";" ";" ";"2003";17
" ";" ";" ";"2004";10
" ";" ";" ";"2005";10
" ";" ";" ";"2006";17
" ";" ";" ";"2007";12
" ";" ";" ";"2008";8
" ";" ";" ";"2009";9
" ";" ";" ";"2010";17
" ";" ";" ";"2011";11
" ";" ";" ";"2012";10
" ";" ";" ";"2013";12
" ";" ";" ";"2014";8
" ";" ";"25-29 let"
" ";" ";" ";"2003";72
" ";" ";" ";"2004";59
" ";" ";" ";"2005";53
" ";" ";" ";"2006";64
" ";" ";" ";"2007";59
" ";" ";" ";"2008";56
" ";" ";" ";"2009";62
" ";" ";" ";"2010";56
" ";" ";" ";"2011";50
" ";" ";" ";"2012";64
" ";" ";" ";"2013";54
" ";" ";" ";"2014";50
" ";" ";"30-34 let"
" ";" ";" ";"2003";62
" ";" ";" ";"2004";49
" ";" ";" ";"2005";50
" ";" ";" ";"2006";74
" ";" ";" ";"2007";75
" ";" ";" ";"2008";73
" ";" ";" ";"2009";58
" ";" ";" ";"2010";73
" ";" ";" ";"2011";74
" ";" ";" ";"2012";76
" ";" ";" ";"2013";60
" ";" ";" ";"2014";61
" ";" ";"35-39 let"
" ";" ";" ";"2003";27
" ";" ";" ";"2004";27
" ";" ";" ";"2005";25
" ";" ";" ";"2006";36
" ";" ";" ";"2007";39
" ";" ";" ";"2008";32
" ";" ";" ";"2009";34
" ";" ";" ";"2010";42
" ";" ";" ";"2011";35
" ";" ";" ";"2012";35
" ";" ";" ";"2013";39
" ";" ";" ";"2014";49
" ";" ";"40-44 let"
" ";" ";" ";"2003";12
" ";" ";" ";"2004";10
" ";" ";" ";"2005";13
" ";" ";" ";"2006";24
" ";" ";" ";"2007";26
" ";" ";" ";"2008";19
" ";" ";" ";"2009";17
" ";" ";" ";"2010";24
" ";" ";" ";"2011";19
" ";" ";" ";"2012";23
" ";" ";" ";"2013";19
" ";" ";" ";"2014";23
" ";" ";"45-49 let"
" ";" ";" ";"2003";10
" ";" ";" ";"2004";8
" ";" ";" ";"2005";8
" ";" ";" ";"2006";6
" ";" ";" ";"2007";5
" ";" ";" ";"2008";6
" ";" ";" ";"2009";8
" ";" ";" ";"2010";16
" ";" ";" ";"2011";13
" ";" ";" ";"2012";15
" ";" ";" ";"2013";16
" ";" ";" ";"2014";13
" ";" ";"50-54 let"
" ";" ";" ";"2003";7
" ";" ";" ";"2004";6
" ";" ";" ";"2005";9
" ";" ";" ";"2006";5
" ";" ";" ";"2007";9
" ";" ";" ";"2008";5
" ";" ";" ";"2009";3
" ";" ";" ";"2010";9
" ";" ";" ";"2011";9
" ";" ";" ";"2012";12
" ";" ";" ";"2013";9
" ";" ";" ";"2014";10
" ";" ";"55-59 let"
" ";" ";" ";"2003";4
" ";" ";" ";"2004";1
" ";" ";" ";"2005";1
" ";" ";" ";"2006";6
" ";" ";" ";"2007";3
" ";" ";" ";"2008";5
" ";" ";" ";"2009";5
" ";" ";" ";"2010";4
" ";" ";" ";"2011";5
" ";" ";" ";"2012";7
" ";" ";" ";"2013";5
" ";" ";" ";"2014";6
" ";" ";"60 ali veè let"
" ";" ";" ";"2003";5
" ";" ";" ";"2004";1
" ";" ";" ";"2005";5
" ";" ";" ";"2006";5
" ";" ";" ";"2007";3
" ";" ";" ";"2008";4
" ";" ";" ";"2009";5
" ";" ";" ";"2010";1
" ";" ";" ";"2011";2
" ";" ";" ";"2012";10
" ";" ";" ";"2013";4
" ";" ";" ";"2014";9
" ";"Savinjska"
" ";" ";"Pod 15 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";0
" ";" ";" ";"2005";0
" ";" ";" ";"2006";0
" ";" ";" ";"2007";0
" ";" ";" ";"2008";0
" ";" ";" ";"2009";0
" ";" ";" ";"2010";0
" ";" ";" ";"2011";0
" ";" ";" ";"2012";0
" ";" ";" ";"2013";0
" ";" ";" ";"2014";0
" ";" ";"15-19 let"
" ";" ";" ";"2003";4
" ";" ";" ";"2004";10
" ";" ";" ";"2005";3
" ";" ";" ";"2006";2
" ";" ";" ";"2007";2
" ";" ";" ";"2008";3
" ";" ";" ";"2009";3
" ";" ";" ";"2010";2
" ";" ";" ";"2011";6
" ";" ";" ";"2012";2
" ";" ";" ";"2013";3
" ";" ";" ";"2014";3
" ";" ";"20-24 let"
" ";" ";" ";"2003";95
" ";" ";" ";"2004";80
" ";" ";" ";"2005";76
" ";" ";" ";"2006";91
" ";" ";" ";"2007";52
" ";" ";" ";"2008";54
" ";" ";" ";"2009";54
" ";" ";" ";"2010";64
" ";" ";" ";"2011";69
" ";" ";" ";"2012";51
" ";" ";" ";"2013";56
" ";" ";" ";"2014";35
" ";" ";"25-29 let"
" ";" ";" ";"2003";302
" ";" ";" ";"2004";262
" ";" ";" ";"2005";223
" ";" ";" ";"2006";254
" ";" ";" ";"2007";267
" ";" ";" ";"2008";257
" ";" ";" ";"2009";227
" ";" ";" ";"2010";216
" ";" ";" ";"2011";187
" ";" ";" ";"2012";236
" ";" ";" ";"2013";206
" ";" ";" ";"2014";214
" ";" ";"30-34 let"
" ";" ";" ";"2003";176
" ";" ";" ";"2004";184
" ";" ";" ";"2005";179
" ";" ";" ";"2006";190
" ";" ";" ";"2007";199
" ";" ";" ";"2008";221
" ";" ";" ";"2009";235
" ";" ";" ";"2010";238
" ";" ";" ";"2011";249
" ";" ";" ";"2012";280
" ";" ";" ";"2013";228
" ";" ";" ";"2014";245
" ";" ";"35-39 let"
" ";" ";" ";"2003";90
" ";" ";" ";"2004";85
" ";" ";" ";"2005";75
" ";" ";" ";"2006";77
" ";" ";" ";"2007";84
" ";" ";" ";"2008";102
" ";" ";" ";"2009";82
" ";" ";" ";"2010";120
" ";" ";" ";"2011";97
" ";" ";" ";"2012";126
" ";" ";" ";"2013";120
" ";" ";" ";"2014";146
" ";" ";"40-44 let"
" ";" ";" ";"2003";39
" ";" ";" ";"2004";57
" ";" ";" ";"2005";32
" ";" ";" ";"2006";41
" ";" ";" ";"2007";30
" ";" ";" ";"2008";36
" ";" ";" ";"2009";48
" ";" ";" ";"2010";43
" ";" ";" ";"2011";50
" ";" ";" ";"2012";73
" ";" ";" ";"2013";55
" ";" ";" ";"2014";59
" ";" ";"45-49 let"
" ";" ";" ";"2003";21
" ";" ";" ";"2004";26
" ";" ";" ";"2005";17
" ";" ";" ";"2006";21
" ";" ";" ";"2007";31
" ";" ";" ";"2008";29
" ";" ";" ";"2009";28
" ";" ";" ";"2010";31
" ";" ";" ";"2011";25
" ";" ";" ";"2012";31
" ";" ";" ";"2013";36
" ";" ";" ";"2014";23
" ";" ";"50-54 let"
" ";" ";" ";"2003";16
" ";" ";" ";"2004";20
" ";" ";" ";"2005";13
" ";" ";" ";"2006";14
" ";" ";" ";"2007";17
" ";" ";" ";"2008";21
" ";" ";" ";"2009";11
" ";" ";" ";"2010";15
" ";" ";" ";"2011";20
" ";" ";" ";"2012";17
" ";" ";" ";"2013";22
" ";" ";" ";"2014";16
" ";" ";"55-59 let"
" ";" ";" ";"2003";9
" ";" ";" ";"2004";3
" ";" ";" ";"2005";10
" ";" ";" ";"2006";8
" ";" ";" ";"2007";7
" ";" ";" ";"2008";8
" ";" ";" ";"2009";10
" ";" ";" ";"2010";11
" ";" ";" ";"2011";9
" ";" ";" ";"2012";16
" ";" ";" ";"2013";10
" ";" ";" ";"2014";9
" ";" ";"60 ali veè let"
" ";" ";" ";"2003";13
" ";" ";" ";"2004";15
" ";" ";" ";"2005";16
" ";" ";" ";"2006";17
" ";" ";" ";"2007";19
" ";" ";" ";"2008";10
" ";" ";" ";"2009";17
" ";" ";" ";"2010";17
" ";" ";" ";"2011";27
" ";" ";" ";"2012";27
" ";" ";" ";"2013";18
" ";" ";" ";"2014";23
" ";"Zasavska"
" ";" ";"Pod 15 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";0
" ";" ";" ";"2005";0
" ";" ";" ";"2006";0
" ";" ";" ";"2007";0
" ";" ";" ";"2008";0
" ";" ";" ";"2009";0
" ";" ";" ";"2010";0
" ";" ";" ";"2011";0
" ";" ";" ";"2012";0
" ";" ";" ";"2013";0
" ";" ";" ";"2014";0
" ";" ";"15-19 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";4
" ";" ";" ";"2005";0
" ";" ";" ";"2006";1
" ";" ";" ";"2007";2
" ";" ";" ";"2008";0
" ";" ";" ";"2009";3
" ";" ";" ";"2010";2
" ";" ";" ";"2011";0
" ";" ";" ";"2012";0
" ";" ";" ";"2013";1
" ";" ";" ";"2014";2
" ";" ";"20-24 let"
" ";" ";" ";"2003";30
" ";" ";" ";"2004";33
" ";" ";" ";"2005";22
" ";" ";" ";"2006";27
" ";" ";" ";"2007";9
" ";" ";" ";"2008";24
" ";" ";" ";"2009";11
" ";" ";" ";"2010";15
" ";" ";" ";"2011";20
" ";" ";" ";"2012";29
" ";" ";" ";"2013";13
" ";" ";" ";"2014";18
" ";" ";"25-29 let"
" ";" ";" ";"2003";56
" ";" ";" ";"2004";46
" ";" ";" ";"2005";42
" ";" ";" ";"2006";39
" ";" ";" ";"2007";45
" ";" ";" ";"2008";47
" ";" ";" ";"2009";55
" ";" ";" ";"2010";43
" ";" ";" ";"2011";41
" ";" ";" ";"2012";33
" ";" ";" ";"2013";41
" ";" ";" ";"2014";38
" ";" ";"30-34 let"
" ";" ";" ";"2003";30
" ";" ";" ";"2004";19
" ";" ";" ";"2005";24
" ";" ";" ";"2006";35
" ";" ";" ";"2007";35
" ";" ";" ";"2008";24
" ";" ";" ";"2009";43
" ";" ";" ";"2010";48
" ";" ";" ";"2011";27
" ";" ";" ";"2012";37
" ";" ";" ";"2013";47
" ";" ";" ";"2014";39
" ";" ";"35-39 let"
" ";" ";" ";"2003";16
" ";" ";" ";"2004";18
" ";" ";" ";"2005";12
" ";" ";" ";"2006";14
" ";" ";" ";"2007";12
" ";" ";" ";"2008";9
" ";" ";" ";"2009";6
" ";" ";" ";"2010";9
" ";" ";" ";"2011";12
" ";" ";" ";"2012";19
" ";" ";" ";"2013";17
" ";" ";" ";"2014";21
" ";" ";"40-44 let"
" ";" ";" ";"2003";11
" ";" ";" ";"2004";4
" ";" ";" ";"2005";6
" ";" ";" ";"2006";15
" ";" ";" ";"2007";6
" ";" ";" ";"2008";7
" ";" ";" ";"2009";7
" ";" ";" ";"2010";5
" ";" ";" ";"2011";7
" ";" ";" ";"2012";9
" ";" ";" ";"2013";4
" ";" ";" ";"2014";16
" ";" ";"45-49 let"
" ";" ";" ";"2003";2
" ";" ";" ";"2004";3
" ";" ";" ";"2005";3
" ";" ";" ";"2006";4
" ";" ";" ";"2007";6
" ";" ";" ";"2008";6
" ";" ";" ";"2009";4
" ";" ";" ";"2010";2
" ";" ";" ";"2011";4
" ";" ";" ";"2012";6
" ";" ";" ";"2013";4
" ";" ";" ";"2014";6
" ";" ";"50-54 let"
" ";" ";" ";"2003";2
" ";" ";" ";"2004";0
" ";" ";" ";"2005";2
" ";" ";" ";"2006";1
" ";" ";" ";"2007";3
" ";" ";" ";"2008";0
" ";" ";" ";"2009";2
" ";" ";" ";"2010";5
" ";" ";" ";"2011";4
" ";" ";" ";"2012";4
" ";" ";" ";"2013";2
" ";" ";" ";"2014";5
" ";" ";"55-59 let"
" ";" ";" ";"2003";1
" ";" ";" ";"2004";2
" ";" ";" ";"2005";1
" ";" ";" ";"2006";2
" ";" ";" ";"2007";2
" ";" ";" ";"2008";0
" ";" ";" ";"2009";3
" ";" ";" ";"2010";0
" ";" ";" ";"2011";3
" ";" ";" ";"2012";0
" ";" ";" ";"2013";1
" ";" ";" ";"2014";4
" ";" ";"60 ali veè let"
" ";" ";" ";"2003";3
" ";" ";" ";"2004";0
" ";" ";" ";"2005";0
" ";" ";" ";"2006";1
" ";" ";" ";"2007";2
" ";" ";" ";"2008";1
" ";" ";" ";"2009";3
" ";" ";" ";"2010";4
" ";" ";" ";"2011";5
" ";" ";" ";"2012";2
" ";" ";" ";"2013";1
" ";" ";" ";"2014";2
" ";"Spodnjeposavska"
" ";" ";"Pod 15 let"
" ";" ";" ";"2003";0
" ";" ";" ";"2004";0
" ";" ";" ";"2005";0
" ";" ";" ";"2006";0
" ";" ";" ";"2007";0
" ";" ";" ";"2008";0
" ";" ";" ";"2009";0
